row,col,pixel_value,x,y,atom_nearest_indices_1,atom_nearest_indices_2,atom_nearest_distance_1,atom_nearest_distance_2,index
18.210526315789473,16.596491228070175,0.2786377708978328,0.2812964614927148,0.23961218836565096,53,2,1.5228575560817996,1.577481544825301,44
3.6724137931034484,40.10344827586207,0.19046653144016232,0.6797194623027469,0.048321234119782216,43,13,1.5050620804202084,1.662324498939335,45
40.39344262295082,41.50819672131148,0.23857280617164903,0.7035287579883301,0.5314926660914582,3,11,1.569401215296034,1.6542392846998597,46
36.796875,54.875,0.011151960784313726,0.9300847457627118,0.48416940789473684,3,25,1.6913465022748053,1.8366519328202013,47
35.028985507246375,19.92753623188406,0.0,0.3377548513878654,0.46090770404271547,1,10,1.7535602786310958,1.8005479195047527,48
71.61290322580645,54.596774193548384,0.0,0.9253690541279387,0.9422750424448217,26,19,1.6989918710134098,1.7079367905148053,49
20.229508196721312,47.14754098360656,0.0,0.7991108641289247,0.26617773943054357,17,5,1.5822582859565113,1.6683101297131304,50
25.609375,34.03125,0.3288602941176468,0.5768008474576272,0.33696546052631576,16,28,1.641640561362184,1.742890165020858,51
20.925373134328357,24.01492537313433,0.2234123500146328,0.4070326334429547,0.2753338570306363,16,44,1.6943959882471276,1.6988527754482967,52
21.625,10.392857142857142,0.056652661064425784,0.17615012106537528,0.2845394736842105,44,67,1.5228575560817996,1.5527364389062495,53
33.343283582089555,46.53731343283582,0.2956979806848111,0.788768024285353,0.43872741555380995,5,3,1.633141259471618,1.8479776584671392,54
49.04225352112676,39.943661971830984,0.2466721900027617,0.6770112198615421,0.64529280948851,34,69,1.794469699181072,1.807739486458873,55
65.16949152542372,15.796610169491526,0.12156862745098038,0.2677391554151106,0.857493309545049,23,29,1.5462216935070034,1.547720519105434,56
16.12280701754386,4.333333333333333,0.43811489508083934,0.07344632768361581,0.2121421975992613,65,21,1.382767600278156,1.482972491567455,57
3.5,11.0,0.15217086834733898,0.1864406779661017,0.046052631578947366,24,32,1.494639282527837,1.6164984423091857,58
71.34848484848484,29.46969696969697,0.21538918597742138,0.49948638931689776,0.9387958532695374,38,14,1.696542430901834,1.8609243907089064,59
11.764705882352942,45.161764705882355,0.37993079584775075,0.7654536390827518,0.15479876160990713,43,18,1.7778087588199452,1.8679556509840516,60
12.450704225352112,54.056338028169016,0.3484120408726873,0.9162091191215087,0.16382505559673832,17,8,1.733674842464359,1.8198754103906887,61
3.7288135593220337,24.949152542372882,0.207909604519774,0.4228669922436082,0.04906333630686886,24,13,1.5056621026105383,1.5975363050949154,62
43.63157894736842,10.56140350877193,0.4425180598555209,0.17900683913172763,0.5740997229916897,1,12,1.542506339265152,1.6925729362191362,63
59.609375,10.34375,0.3410539215686275,0.1753177966101695,0.7843338815789473,56,6,1.6747939535748646,1.7256750589865146,64
9.76923076923077,3.3461538461538463,0.2652337858220211,0.05671447196870926,0.1285425101214575,57,32,1.382767600278156,1.4561379487239199,65
51.36507936507937,17.53968253968254,0.45664488017429206,0.2972827549098736,0.6758563074352548,29,12,1.621042735658221,1.6442554508135614,66
28.84,10.12,0.33145098039215687,0.17152542372881355,0.3794736842105263,35,53,1.479533919596521,1.5527364389062495,67
55.21875,2.90625,0.05091911764705882,0.04925847457627119,0.7265625,12,64,1.7051150290332817,1.8573895491133339,68
49.644067796610166,31.559322033898304,0.12030574941841145,0.534903763286412,0.6532114183764496,33,11,1.585267523279069,1.7122338906190937,69
64.18181818181819,43.74242424242424,0.4282828282828281,0.741397021058038,0.8444976076555024,27,19,1.5940693399655084,1.6877390844836375,70
37.15384615384615,28.107692307692307,0.0,0.47640156453715776,0.4888663967611336,11,22,1.6496943290692276,1.7579882262770385,71
